id,tiempo,atrasado
1664,21.473,0
1665,12.946,0
1666,21.649,0
1667,19.145,0
1668,23.349,0
1669,25.992,1
1670,39.07,1
1671,24.823,1
1672,19.244,0
1673,16.044,0
1674,21.604,0
1675,18.453,0
1676,18.932,0
1677,25.081,1
1678,11.529,0
1679,20.125,0
1680,21.956,0
1681,24.237,1
1682,21.715,0
1683,11.564,0
1684,18.087,0
1685,11.968,0
1686,19.593,0
1687,31.234,1
1688,18.953,0
1689,12.953,0
1690,22.844,0
1691,20.972,0
1692,20.785,0
1693,25.683,1
1694,31.675,1
1695,14.893,0
1696,12.294,0
1697,12.999,0
1698,19.799,0
1699,22.161,0
1700,25.903,1
1701,28.448,1
1702,17.006,0
1703,20.441,0
1704,28.771,1
1705,21.235,0
1706,23.934,0
1707,27.058,1
1708,16.107,0
1709,21.764,0
1710,19.143,0
1711,22.531,0
1712,23.9,0
1713,18.161,0
1714,12.939,0
1715,21.509,0
1716,16.467,0
1717,33.697,1
1718,16.529,0
1719,17.095,0
1720,15.403,0
1721,20.363,0
1722,22.662,0
1723,15.856,0
1724,19.133,0
1725,18.209,0
1726,20.802,0
1727,22.41,0
1728,10.71,0
1729,14.651,0
1730,11.851,0
1731,23.97,0
1732,17.706,0
1733,31.901,1
1734,19.133,0
1735,18.851,0
1736,18.944,0
1737,27.74,1
1738,21.311,0
1739,25.223,1
1740,21.924,0
1741,10.79,0
1742,18.951,0
1743,16.818,0
1744,27.091,1
1745,18.953,0
1746,25.756,1
1747,32.25,1
1748,19.226,0
1749,15.397,0
1750,17.185,0
1751,12.06,0
1752,23.447,0
1753,19.16,0
1754,16.72,0
1755,12.231,0
1756,14.579,0
1757,26.928,1
1758,18.631,0
1759,18.764,0
1760,18.096,0
1761,27.817,1
1762,10.504,0
1763,20.825,0
1764,13.077,0
1765,15.803,0
1766,21.129,0
1767,17.393,0
1768,23.274,0
1769,31.204,1
1770,25.644,1
1771,23.499,0
1772,32.481,1
1773,15.966,0
1774,21.699,0
1775,13.677,0
1776,23.798,0
1777,28.353,1
1778,21.951,0
1779,14.888,0
1780,26.104,1
1781,22.381,0
1782,14.072,0
1783,23.661,0
1784,21.338,0
1785,11.541,0
1786,16.538,0
1787,18.826,0
1788,10.411,0
1789,16.903,0
1790,15.217,0
1791,24.139,1
1792,17.047,0
1793,19.976,0
1794,11.043,0
1795,32.717,1
1796,19.67,0
1797,20.361,0
1798,17.413,0
1799,15.437,0
1800,15.757,0
1801,17.271,0
1802,22.964,0
1803,33.477,1
1804,13.35,0
1805,27.422,1
1806,18.021,0
1807,10.082,0
1808,16.278,0
1809,25.398,1
1810,14.294,0
1811,25.556,1
1812,19.126,0
1813,17.906,0
1814,21.038,0
1815,12.592,0
1816,33.051,1
1817,15.629,0
1818,20.464,0
1819,21.971,0
1820,10.713,0
1821,26.159,1
1822,10.148,0
1823,18.507,0
1824,14.769,0
1825,25.968,1
1826,19.631,0
1827,23.886,0
1828,19.319,0
1829,20.025,0
1830,24.395,1
1831,36.281,1
1832,16.781,0
1833,20.12,0
1834,21.298,0
1835,29.135,1
1836,17.252,0
1837,12.959,0
1838,16.633,0
1839,20.854,0
1840,19.461,0
1841,21.564,0
1842,17.364,0
1843,17.158,0
1844,16.298,0
1845,19.334,0
1846,27.94,1
1847,19.342,0
1848,30.111,1
1849,14.249,0
1850,21.093,0
1851,8.443,0
1852,19.162,0
1853,18.144,0
1854,22.674,0
1855,21.316,0
1856,23.037,0
1857,18.036,0
1858,12.601,0
1859,12.101,0
1860,22.78,0
1861,12.337,0
1862,20.991,0
1863,27.768,1
1864,14.207,0
1865,19.299,0
1866,37.747,1
1867,21.316,0
1868,13.911,0
1869,10.073,0
1870,39.765,1
1871,28.199,1
1872,15.639,0
1873,22.514,0
1874,12.219,0
1875,17.607,0
1876,18.715,0
1877,16.276,0
1878,22.693,0
1879,23.224,0
1880,15.761,0
1881,26.989,1
1882,16.43,0
1883,23.986,0
1884,19.087,0
1885,9.214,0
1886,9.857,0
1887,21.433,0
1888,15.736,0
1889,14.631,0
1890,24.592,1
1891,9.877,0
1892,10.104,0
1893,9.482,0
1894,20.126,0
1895,9.615,0
1896,21.24,0
1897,20.774,0
1898,18.694,0
1899,27.749,1
1900,25.227,1
1901,20.542,0
1902,15.916,0
1903,20.089,0
1904,26.776,1
1905,16.824,0
1906,23.576,0
1907,26.598,1
1908,33.497,1
1909,13.008,0
1910,23.185,0
1911,29.641,1
1912,28.02,1
1913,18.376,0
1914,21.36,0
1915,13.56,0
1916,15.224,0
1917,14.614,0
1918,22.45,0
1919,22.788,0
1920,19.65,0
1921,14.772,0
1922,10.099,0
1923,27.668,1
1924,28.523,1
1925,28.384,1
1926,20.673,0
1927,21.419,0
1928,31.242,1
1929,10.843,0
1930,15.258,0
1931,15.738,0
1932,14.212,0
1933,10.369,0
1934,12.368,0
1935,15.482,0
1936,16.211,0
1937,23.397,0
1938,13.768,0
1939,27.836,1
1940,25.759,1
1941,22.869,0
1942,15.675,0
1943,19.071,0
1944,26.196,1
1945,26.006,1
1946,17.865,0
1947,23.603,0
1948,13.338,0
1949,25.227,1
1950,18.045,0
1951,12.699,0
1952,17.472,0
1953,16.558,0
1954,24.646,1
1955,20.632,0
1956,17.975,0
1957,13.524,0
1958,20.189,0
1959,12.258,0
1960,22.562,0
1961,15.968,0
1962,28.974,1
1963,15.183,0
1964,22.888,0
1965,9.906,0
1966,27.697,1
1967,24.232,1
1968,18.526,0
1969,23.353,0
1970,20.796,0
1971,20.16,0
1972,20.696,0
1973,19.009,0
1974,17.147,0
1975,13.949,0
1976,28.965,1
1977,15.697,0
1978,21.903,0
1979,12.697,0
1980,26.904,1
1981,33.221,1
1982,15.793,0
1983,25.272,1
1984,25.841,1
1985,21.613,0
1986,37.74,1
1987,14.6,0
1988,27.214,1
1989,25.177,1
1990,22.307,0
1991,29.187,1
1992,20.441,0
1993,29.038,1
1994,23.276,0
1995,23.109,0
1996,18.538,0
1997,21.079,0
1998,29.816,1
1999,18.599,0
2000,19.748,0
2001,15.355,0
2002,26.564,1
2003,24.216,1
2004,24.773,1
2005,19.503,0
2006,16.397,0
2007,15.793,0
2008,20.648,0
2009,13.025,0
2010,21.063,0
2011,21.452,0
2012,21.972,0
2013,9.238,0
2014,20.869,0
2015,22.639,0
2016,11.441,0
2017,18.518,0
2018,22.833,0
2019,25.5,1
2020,21.169,0
2021,19.288,0
2022,23.845,0
2023,17.68,0
2024,25.892,1
2025,24.25,1
2026,15.939,0
2027,20.325,0
2028,16.862,0
2029,23.59,0
2030,22.862,0
2031,20.675,0
2032,19.949,0
2033,25.895,1
2034,12.739,0
2035,26.079,1
2036,16.869,0
2037,27.26,1
2038,18.489,0
2039,20.497,0
2040,19.252,0
2041,27.431,1
2042,25.994,1
2043,12.293,0
2044,26.922,1
2045,29.127,1
2046,12.366,0
2047,21.366,0
2048,14.947,0
2049,30.45,1
2050,16.46,0
2051,21.045,0
2052,18.802,0
2053,23.323,0
2054,14.761,0
2055,27.525,1
2056,21.941,0
2057,16.024,0
2058,11.195,0
2059,21.393,0
2060,13.607,0
2061,19.447,0
2062,10.534,0
2063,31.144,1
2064,12.663,0
2065,27.713,1
2066,20.114,0
2067,12.706,0
2068,14.403,0
2069,24.644,1
2070,13.133,0
2071,10.527,0
2072,29.954,1
2073,15.464,0
2074,15.013,0
2075,10.392,0
2076,17.41,0
2077,12.088,0
2078,22.799,0
2079,22.207,0
2080,22.529,0
2081,18.028,0
2082,28.743,1
2083,23.764,0
2084,25.445,1
2085,15.365,0
2086,16.167,0
2087,35.286,1
2088,15.787,0
2089,23.688,0
2090,29.84,1
2091,22.762,0
2092,15.281,0
2093,14.193,0
2094,17.371,0
2095,34.513,1
2096,9.38,0
2097,16.361,0
2098,15.97,0
2099,11.573,0
2100,18.856,0
2101,20.245,0
2102,20.815,0
2103,16.778,0
2104,17.437,0
2105,10.821,0
2106,14.019,0
2107,21.922,0
2108,29.754,1
2109,13.505,0
2110,17.205,0
2111,28.519,1
2112,15.471,0
2113,26.766,1
2114,18.79,0
2115,12.413,0
2116,19.802,0
2117,29.265,1
2118,21.422,0
2119,27.528,1
2120,18.172,0
2121,21.72,0
2122,10.965,0
2123,19.86,0
2124,28.746,1
2125,21.251,0
2126,13.92,0
2127,24.943,1
2128,20.685,0
2129,27.219,1
2130,18.242,0
2131,29.212,1
2132,10.721,0
2133,16.683,0
2134,14.846,0
2135,15.792,0
2136,24.69,1
2137,30.213,1
2138,27.836,1
2139,16.559,0
2140,17.116,0
2141,13.744,0
2142,15.172,0
2143,13.566,0
2144,13.308,0
2145,22.687,0
2146,35.906,1
2147,13.549,0
2148,11.453,0
2149,20.909,0
2150,18.889,0
2151,21.968,0
2152,19.303,0
2153,13.622,0
2154,24.238,1
2155,16.927,0
2156,19.893,0
2157,21.298,0
2158,17.999,0
2159,8.251,0
2160,8.383,0
2161,23.056,0
2162,22.112,0
2163,21.819,0
2164,13.656,0
2165,27.523,1
2166,24.513,1
2167,31.993,1
2168,18.284,0
2169,18.107,0
2170,36.73,1
2171,16.772,0
2172,18.151,0
2173,20.401,0
2174,13.08,0
2175,21.557,0
2176,18.271,0
2177,17.683,0
2178,24.058,1
2179,13.591,0
2180,12.732,0
2181,9.888,0
2182,16.194,0
2183,14.67,0
2184,33.014,1
2185,18.874,0
2186,40.903,1
2187,14.222,0
2188,26.784,1
2189,32.782,1
2190,21.671,0
2191,17.469,0
2192,14.118,0
2193,17.079,0
2194,18.862,0
2195,33.097,1
2196,17.643,0
2197,27.667,1
2198,18.638,0
2199,18.968,0
2200,11.858,0
2201,7.912,0
2202,20.24,0
2203,25.846,1
2204,15.005,0
2205,17.157,0
2206,23.056,0
2207,23.232,0
2208,17.397,0
2209,15.552,0
2210,15.341,0
2211,21.145,0
2212,19.308,0
2213,16.697,0
2214,12.204,0
2215,22.282,0
2216,19.625,0
2217,21.69,0
2218,20.213,0
2219,23.183,0
2220,14.991,0
2221,15.099,0
2222,14.203,0
2223,13.666,0
2224,12.438,0
2225,19.312,0
2226,21.176,0
2227,22.752,0
2228,20.948,0
2229,21.31,0
2230,13.732,0
2231,20.959,0
2232,13.391,0
2233,27.79,1
2234,22.005,0
2235,15.631,0
2236,19.555,0
2237,21.114,0
2238,13.934,0
2239,26.655,1
2240,21.074,0
2241,25.477,1
2242,13.131,0
2243,18.255,0
2244,19.969,0
2245,21.925,0
2246,17.812,0
2247,25.18,1
2248,19.05,0
2249,9.996,0
2250,15.102,0
2251,25.79,1
2252,17.653,0
2253,22.555,0
2254,15.84,0
2255,22.292,0
2256,18.729,0
2257,25.258,1
2258,11.763,0
2259,15.277,0
2260,18.436,0
2261,7.111,0
2262,15.484,0
2263,24.851,1
2264,19.728,0
2265,16.918,0
2266,15.187,0
2267,9.683,0
2268,22.254,0
2269,24.427,1
2270,13.89,0
2271,19.148,0
2272,20.613,0
2273,20.447,0
2274,23.488,0
2275,37.597,1
2276,25.032,1
2277,20.005,0
2278,24.682,1
2279,14.918,0
2280,19.75,0
2281,15.268,0
2282,41.207,1
2283,14.46,0
2284,23.737,0
2285,29.017,1
2286,20.672,0
2287,17.472,0
2288,24.717,1
2289,14.99,0
2290,19.976,0
2291,18.042,0
2292,26.316,1
2293,21.357,0
2294,24.689,1
2295,19.329,0
2296,12.291,0
2297,22.415,0
2298,23.523,0
2299,11.476,0
2300,17.758,0
2301,22.385,0
2302,15.617,0
2303,39.127,1
2304,25.513,1
2305,22.076,0
2306,20.248,0
2307,30.923,1
2308,18.06,0
2309,14.858,0
2310,15.29,0
2311,20.16,0
2312,18.793,0
2313,18.276,0
2314,16.146,0
2315,12.771,0
2316,18.699,0
2317,35.361,1
2318,25.034,1
2319,21.665,0
2320,9.174,0
2321,11.154,0
2322,16.709,0
2323,17.539,0
2324,12.33,0
2325,24.924,1
2326,12.599,0
2327,17.184,0
2328,11.659,0
2329,21.585,0
2330,24.269,1
2331,25.198,1
2332,17.046,0
2333,25.556,1
2334,18.066,0
2335,27.951,1
2336,20.233,0
2337,25.174,1
2338,22.762,0
2339,19.164,0
2340,13.816,0
2341,19.576,0
2342,21.165,0
2343,22.887,0
2344,29.003,1
2345,14.98,0
2346,18.306,0
2347,15.327,0
2348,13.294,0
2349,13.543,0
2350,28.624,1
2351,24.502,1
2352,21.495,0
2353,18.153,0
2354,20.177,0
2355,23.29,0
2356,18.086,0
2357,13.818,0
2358,25.283,1
2359,21.749,0
2360,8.617,0
2361,26.978,1
2362,15.943,0
2363,16.312,0
2364,18.354,0
2365,23.216,0
2366,15.032,0
2367,26.721,1
2368,15.016,0
2369,14.542,0
2370,17.942,0
2371,21.172,0
2372,19.343,0
2373,13.38,0
2374,16.792,0
2375,40.573,1
2376,20.743,0
2377,18.732,0
2378,17.492,0
2379,10.13,0
2380,9.996,0
2381,19.684,0
2382,13.365,0
2383,18.029,0
2384,24.858,1
2385,21.916,0
2386,22.328,0
2387,24.112,1
2388,20.416,0
2389,17.547,0
2390,11.421,0
2391,19.857,0
2392,18.288,0
2393,20.94,0
2394,19.017,0
2395,15.833,0
2396,18.204,0
2397,18.171,0
2398,13.268,0
2399,17.947,0
2400,16.376,0
2401,16.352,0
2402,10.369,0
2403,16.428,0
2404,11.22,0
2405,19.502,0
2406,24.077,1
2407,16.906,0
2408,17.179,0
2409,16.504,0
2410,28.88,1
2411,20.197,0
2412,21.79,0
2413,14.326,0
2414,14.835,0
2415,27.92,1
2416,15.265,0
2417,26.445,1
2418,24.19,1
2419,12.424,0
2420,21.883,0
2421,19.149,0
2422,11.558,0
2423,22.82,0
2424,13.565,0
2425,18.603,0
2426,22.285,0
2427,25.494,1
2428,18.448,0
2429,18.514,0
2430,11.114,0
2431,19.703,0
2432,14.746,0
2433,20.757,0
2434,18.851,0
2435,18.11,0
2436,28.059,1
2437,21.743,0
2438,36.653,1
2439,9.893,0
2440,12.077,0
2441,20.049,0
2442,13.946,0
2443,17.216,0
2444,13.742,0
2445,16.753,0
2446,23.816,0
2447,21.484,0
2448,20.49,0
2449,20.621,0
2450,20.774,0
2451,14.572,0
2452,17.658,0
2453,23.211,0
2454,24.049,1
2455,16.068,0
2456,19.905,0
2457,30.17,1
2458,10.459,0
2459,16.109,0
2460,10.947,0
2461,16.572,0
2462,17.339,0
2463,15.994,0
2464,17.85,0
2465,19.405,0
2466,21.318,0
2467,14.608,0
2468,22.228,0
2469,26.46,1
2470,9.219,0
2471,19.589,0
2472,13.365,0
2473,17.537,0
2474,19.626,0
2475,32.136,1
2476,19.151,0
2477,23.438,0
2478,16.268,0
2479,26.308,1
2480,18.068,0
2481,19.661,0
2482,20.799,0
2483,14.578,0
2484,16.779,0
2485,11.142,0
2486,16.765,0
2487,13.678,0
2488,25.267,1
2489,23.972,0
2490,21.64,0
2491,19.639,0
2492,27.877,1
2493,14.583,0
2494,17.136,0
2495,11.585,0
2496,15.22,0
2497,21.013,0
2498,14.209,0
2499,18.468,0
2500,25.708,1
2501,14.186,0
2502,31.805,1
2503,22.136,0
2504,21.031,0
2505,21.561,0
2506,20.125,0
2507,16.5,0
2508,24.591,1
2509,28.253,1
2510,18.453,0
2511,19.535,0
2512,18.489,0
2513,32.413,1
2514,21.524,0
2515,17.89,0
2516,16.575,0
2517,15.292,0
2518,18.255,0
2519,13.248,0
2520,17.088,0
2521,13.23,0
2522,12.246,0
2523,21.439,0
2524,26.3,1
2525,30.023,1
2526,26.347,1
2527,25.782,1
2528,19.473,0
2529,15.807,0
2530,17.664,0
2531,38.575,1
2532,21.054,0
2533,23.751,0
2534,26.121,1
2535,26.676,1
2536,20.453,0
2537,29.343,1
2538,36.157,1
2539,13.546,0
2540,21.493,0
2541,20.853,0
2542,36.46,1
2543,16.39,0
2544,17.022,0
2545,14.846,0
2546,14.272,0
2547,12.484,0
2548,17.678,0
2549,31.624,1
2550,17.215,0
2551,15.361,0
2552,27.396,1
2553,22.86,0
2554,18.64,0
2555,34.936,1
2556,11.277,0
2557,19.594,0
2558,16.049,0
2559,11.359,0
2560,31.965,1
2561,13.603,0
2562,17.705,0
2563,20.756,0
2564,16.981,0
2565,24.539,1
2566,22.469,0
2567,23.924,0
2568,13.818,0
2569,14.62,0
2570,16.703,0
2571,20.152,0
2572,22.635,0
2573,21.997,0
2574,22.184,0
2575,14.377,0
2576,16.258,0
2577,10.424,0
2578,14.18,0
2579,14.385,0
2580,10.394,0
2581,19.924,0
2582,21.522,0
2583,12.158,0
2584,17.625,0
2585,23.651,0
2586,18.632,0
2587,27.104,1
2588,14.983,0
2589,27.643,1
2590,23.936,0
2591,18.664,0
2592,22.817,0
2593,31.71,1
2594,19.88,0
2595,13.125,0
2596,16.413,0
2597,14.293,0
2598,19.149,0
2599,23.503,0
2600,18.587,0
2601,12.279,0
2602,8.568,0
2603,12.989,0
2604,20.763,0
2605,19.864,0
2606,24.847,1
2607,13.445,0
2608,16.378,0
2609,15.88,0
2610,13.417,0
2611,20.792,0
2612,11.62,0
2613,14.296,0
2614,25.7,1
2615,24.625,1
2616,14.838,0
2617,17.518,0
2618,12.036,0
2619,22.762,0
2620,24.041,1
2621,18.685,0
2622,20.111,0
2623,17.236,0
2624,25.15,1
2625,21.226,0
2626,25.08,1
2627,24.714,1
2628,14.774,0
2629,23.809,0
2630,18.219,0
2631,25.146,1
2632,16.69,0
2633,30.664,1
2634,18.252,0
2635,17.254,0
2636,16.911,0
2637,19.775,0
2638,32.783,1
2639,19.561,0
2640,16.47,0
2641,21.029,0
2642,21.452,0
2643,13.414,0
2644,18.15,0
2645,17.523,0
2646,12.899,0
2647,24.259,1
2648,27.373,1
2649,16.294,0
2650,17.216,0
2651,25.8,1
2652,12.456,0
2653,17.245,0
2654,29.073,1
2655,25.176,1
2656,15.107,0
2657,20.785,0
2658,24.693,1
2659,9.659,0
2660,10.054,0
2661,20.128,0
2662,6.965,0
2663,38.394,1
2664,24.7,1
2665,17.277,0
2666,21.078,0
2667,23.604,0
2668,25.956,1
2669,16.766,0
2670,14.943,0
2671,29.438,1
2672,12.175,0
2673,9.845,0
2674,21.947,0
2675,23.637,0
2676,13.596,0
2677,8.446,0
2678,12.774,0
2679,17.534,0
2680,41.654,1
2681,20.116,0
2682,30.272,1
2683,27.668,1
2684,21.482,0
2685,17.644,0
2686,21.183,0
2687,20.097,0
2688,10.205,0
2689,16.366,0
2690,18.725,0
2691,29.442,1
2692,23.121,0
2693,32.477,1
2694,16.885,0
2695,17.293,0
2696,20.823,0
2697,14.016,0
2698,21.597,0
2699,14.145,0
2700,20.721,0
2701,9.894,0
2702,17.691,0
2703,24.008,1
2704,21.016,0
2705,25.564,1
2706,13.636,0
2707,17.67,0
2708,9.376,0
2709,11.207,0
2710,22.429,0
2711,34.14,1
2712,18.878,0
2713,24.079,1
2714,24.019,1
2715,15.238,0
2716,22.927,0
2717,10.403,0
2718,13.858,0
2719,19.506,0
2720,19.074,0
2721,17.644,0
2722,20.343,0
2723,19.503,0
2724,20.238,0
2725,16.345,0
2726,20.411,0
2727,22.289,0
2728,26.153,1
2729,14.767,0
2730,21.523,0
2731,21.729,0
2732,12.922,0
2733,12.329,0
2734,20.16,0
2735,12.61,0
2736,23.591,0
2737,15.041,0
2738,19.067,0
2739,22.039,0
2740,16.425,0
2741,7.621,0
2742,27.03,1
2743,21.903,0
2744,16.642,0
2745,11.995,0
2746,16.683,0
2747,28.241,1
2748,16.646,0
2749,19.476,0
2750,15.939,0
2751,22.302,0
2752,15.421,0
2753,15.784,0
2754,20.698,0
2755,18.424,0
2756,28.99,1
2757,16.438,0
2758,25.906,1
2759,18.039,0
2760,17.776,0
2761,15.415,0
2762,17.77,0
2763,14.617,0
2764,12.836,0
2765,22.697,0
2766,15.37,0
2767,35.201,1
2768,29.509,1
2769,12.937,0
2770,14.817,0
2771,30.377,1
2772,14.123,0
2773,22.168,0
2774,22.127,0
2775,16.075,0
2776,24.961,1
2777,13.212,0
2778,14.61,0
2779,17.944,0
2780,13.252,0
2781,27.365,1
2782,15.853,0
2783,22.368,0
2784,20.984,0
2785,18.885,0
2786,20.627,0
2787,26.113,1
2788,21.121,0
2789,31.655,1
2790,12.455,0
2791,17.206,0
2792,34.752,1
2793,9.869,0
2794,35.403,1
2795,27.402,1
2796,16.738,0
2797,18.51,0
2798,13.139,0
2799,18.946,0
2800,25.227,1
2801,14.108,0
2802,11.776,0
2803,10.768,0
2804,24.08,1
2805,30.46,1
2806,12.509,0
2807,17.731,0
2808,23.046,0
2809,15.878,0
2810,20.018,0
2811,20.113,0
2812,17.97,0
2813,11.352,0
2814,12.475,0
2815,16.715,0
2816,22.354,0
2817,19.834,0
2818,23.834,0
2819,19.396,0
2820,14.454,0
2821,19.799,0
2822,14.84,0
2823,31.154,1
2824,19.604,0
2825,21.615,0
2826,14.782,0
2827,12.081,0
2828,21.812,0
2829,17.882,0
2830,22.346,0
2831,22.337,0
2832,24.664,1
2833,17.023,0
2834,15.479,0
2835,14.611,0
2836,22.64,0
2837,19.559,0
2838,23.933,0
2839,19.978,0
2840,9.976,0
2841,10.953,0
2842,20.949,0
2843,15.397,0
2844,18.958,0
2845,22.414,0
2846,26.483,1
2847,13.97,0
2848,8.996,0
2849,15.76,0
2850,30.63,1
2851,15.959,0
2852,24.485,1
2853,20.474,0
2854,23.729,0
2855,13.446,0
2856,21.029,0
2857,10.214,0
2858,21.315,0
2859,20.99,0
2860,24.281,1
2861,15.777,0
2862,12.48,0
2863,24.424,1
2864,18.199,0
2865,21.476,0
2866,19.737,0
2867,27.999,1
2868,22.482,0
2869,14.208,0
2870,26.236,1
2871,22.612,0
2872,27.638,1
2873,15.268,0
2874,33.128,1
2875,15.282,0
2876,26.252,1
2877,25.195,1
2878,19.503,0
2879,17.48,0
2880,25.582,1
2881,27.398,1
2882,20.471,0
2883,17.159,0
2884,14.019,0
2885,9.513,0
2886,13.003,0
2887,16.781,0
2888,15.088,0
2889,20.919,0
2890,22.389,0
2891,17.828,0
2892,21.242,0
2893,25.623,1
2894,9.55,0
2895,21.343,0
2896,7.091,0
2897,17.741,0
2898,33.021,1
2899,12.35,0
2900,23.898,0
2901,24.119,1
2902,27.363,1
2903,18.563,0
2904,18.231,0
2905,23.91,0
2906,20.96,0
2907,16.091,0
2908,25.216,1
2909,9.164,0
2910,26.478,1
2911,12.847,0
2912,26.645,1
2913,12.399,0
2914,27.919,1
2915,30.696,1
2916,25.189,1
2917,19.134,0
2918,27.713,1
2919,15.714,0
2920,33.736,1
2921,20.746,0
2922,20.523,0
2923,9.687,0
2924,18.606,0
2925,20.936,0
2926,23.295,0
2927,21.324,0
2928,13.482,0
2929,6.332,0
2930,17.017,0
2931,31.453,1
2932,21.839,0
2933,17.767,0
2934,18.895,0
2935,16.462,0
2936,21.323,0
2937,13.934,0
2938,16.624,0
2939,24.389,1
2940,18.45,0
2941,18.327,0
2942,27.227,1
2943,18.452,0
2944,24.832,1
2945,22.965,0
2946,13.324,0
2947,24.715,1
2948,18.377,0
2949,20.59,0
2950,32.992,1
2951,25.231,1
2952,21.709,0
2953,27.997,1
2954,15.994,0
2955,8.747,0
2956,11.571,0
2957,30.817,1
2958,14.676,0
2959,13.343,0
2960,21.295,0
2961,15.778,0
2962,15.254,0
2963,15.681,0
2964,20.607,0
2965,19.553,0
2966,15.782,0
2967,40.611,1
2968,8.301,0
2969,12.534,0
2970,20.856,0
2971,20.121,0
2972,15.651,0
2973,19.425,0
2974,20.322,0
2975,31.13,1
2976,21.461,0
2977,16.205,0
2978,22.651,0
2979,13.003,0
2980,17.032,0
2981,36.219,1
2982,31.621,1
2983,20.181,0
2984,13.671,0
2985,23.597,0
2986,25.549,1
2987,21.664,0
2988,7.728,0
2989,19.123,0
2990,21.995,0
2991,13.581,0
2992,15.359,0
2993,12.427,0
2994,30.813,1
2995,13.749,0
2996,20.322,0
2997,19.688,0
2998,22.868,0
2999,21.709,0
3000,19.481,0
3001,21.031,0
3002,25.392,1
3003,21.476,0
3004,14.493,0
3005,17.454,0
3006,27.44,1
3007,14.83,0
3008,23.025,0
3009,19.407,0
3010,7.008,0
3011,16.63,0
3012,21.579,0
3013,20.496,0
3014,17.832,0
3015,19.565,0
3016,32.21,1
3017,26.165,1
3018,18.406,0
3019,13.718,0
3020,23.989,0
3021,14.718,0
3022,18.182,0
3023,23.53,0
3024,16.201,0
3025,18.181,0
3026,20.909,0
3027,25.672,1
3028,10.246,0
3029,17.395,0
3030,16.844,0
3031,15.609,0
3032,17.169,0
3033,19.025,0
3034,15.606,0
3035,11.581,0
3036,21.532,0
3037,20.727,0
3038,20.189,0
3039,28.998,1
3040,14.112,0
3041,27.328,1
3042,19.022,0
3043,17.705,0
3044,31.612,1
3045,13.898,0
3046,33.287,1
3047,26.141,1
3048,11.537,0
3049,31.144,1
3050,14.173,0
3051,21.242,0
3052,10.388,0
3053,20.567,0
3054,18.568,0
3055,7.18,0
3056,26.148,1
3057,29.89,1
3058,20.799,0
3059,24.392,1
3060,14.239,0
3061,36.642,1
3062,13.067,0
3063,17.606,0
3064,14.99,0
3065,15.582,0
3066,10.377,0
3067,13.384,0
3068,15.77,0
3069,25.941,1
3070,26.527,1
3071,10.419,0
3072,19.485,0
3073,18.394,0
3074,11.657,0
3075,19.895,0
3076,22.646,0
3077,15.293,0
3078,19.73,0
3079,17.546,0
3080,20.503,0
3081,23.932,0
3082,27.129,1
3083,30.694,1
3084,22.386,0
3085,12.29,0
3086,14.015,0
3087,7.805,0
3088,22.524,0
3089,12.476,0
3090,24.586,1
3091,20.153,0
3092,23.47,0
3093,15.038,0
3094,19.094,0
3095,29.371,1
3096,20.429,0
3097,15.035,0
3098,20.034,0
3099,28.244,1
3100,14.116,0
3101,19.61,0
3102,14.526,0
3103,17.766,0
3104,20.552,0
3105,22.965,0
3106,22.89,0
3107,26.044,1
3108,31.049,1
3109,17.531,0
3110,18.149,0
3111,33.254,1
3112,16.17,0
3113,15.229,0
3114,15.687,0
3115,21.382,0
3116,36.926,1
3117,23.529,0
3118,18.496,0
3119,16.949,0
3120,28.845,1
3121,16.572,0
3122,18.925,0
3123,11.801,0
3124,16.421,0
3125,13.371,0
3126,19.636,0
3127,8.562,0
3128,13.424,0
3129,27.665,1
3130,28.544,1
3131,37.551,1
3132,16.912,0
3133,16.753,0
3134,18.081,0
3135,28.696,1
3136,16.395,0
3137,7.195,0
3138,14.281,0
3139,15.741,0
3140,11.145,0
3141,14.79,0
3142,23.289,0
3143,20.303,0
3144,19.193,0
3145,17.853,0
3146,25.208,1
3147,10.52,0
3148,18.67,0
3149,15.624,0
3150,14.056,0
3151,20.885,0
3152,22.771,0
3153,25.818,1
3154,14.37,0
3155,17.524,0
3156,20.148,0
3157,27.84,1
3158,25.601,1
3159,18.985,0
3160,17.675,0
3161,19.854,0
3162,10.45,0
3163,26.297,1
3164,24.123,1
3165,24.667,1
3166,17.008,0
3167,17.657,0
3168,33.478,1
3169,21.482,0
3170,18.219,0
3171,13.199,0
3172,20.673,0
3173,14.551,0
3174,15.598,0
3175,14.888,0
3176,25.051,1
3177,27.952,1
3178,18.502,0
3179,23.324,0
3180,20.484,0
3181,13.536,0
3182,23.742,0
3183,16.015,0
3184,17.797,0
3185,20.22,0
3186,20.438,0
3187,23.794,0
3188,25.741,1
3189,16.048,0
3190,39.856,1
3191,15.545,0
3192,13.92,0
3193,18.32,0
3194,21.999,0
3195,21.86,0
3196,30.01,1
3197,17.832,0
3198,16.435,0
3199,19.593,0
3200,16.002,0
3201,23.567,0
3202,11.873,0
3203,13.244,0
3204,8.891,0
3205,17.443,0
3206,15.306,0
3207,16.297,0
3208,28.073,1
3209,21.0,0
3210,24.427,1
3211,20.665,0
3212,15.001,0
3213,23.306,0
3214,12.027,0
3215,17.934,0
3216,17.322,0
3217,16.347,0
